procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_orginal,quantity_kg
MDM009596,2025-12-03,SCH0297,KUMAR & CO.,Pulses,29.3,KILOGRAM,,PENDING,29.3,29.3
MDM002596,2025-07-28,SCH0367,GOYAL MILL,Rice,,,404,PAID,,
MDM010890,2025-05-13,SCH0351,SHARMA TRADERS,Mustard Oil,15.5,KILOGRAM,,DUE,15.5,15.5
MDM001340,2025-11-25,SCH0589,KUMAR GENERAL STORE,Pulses,0.848,KILOGRAM,3816,PAID,0.848,42.4
MDM003265,2025-09-27,SCH0091,KUMAR SUPPLIES,Wheat,55800.0,GRAM,1674,CLEARED,55800,55.8
MDM004490,2026-02-15,SCH0337,KUMAR SUPPLIES,Wheat,0.7020000000000001,KILOGRAM,1053,PENDING,0.7020000000000001,35.1
MDM000739,2025-08-28,SCH0448,GOYAL RICE MILL,Pulses,10.2,KILOGRAM,918,Unknown,10.2 kg,10.2
MDM000966,2025-07-22,SCH0064,GOYAL RICE MILL,Atta,26.1,KILOGRAM,783,PENDING,26.1,26.1
MDM000253,2025-04-28,SCH0025,S. AGRO WORKS,Rice,0.716,BAGS,1432,PAID,0.716,35.8
MDM003551,2025-07-21,SCH0549,SINGH AGRO,Rice,1.1,BAGS,2200,PAID,1.1,55.00000000000001
MDM005624,2025-11-02,SCH0433,SINGH BROTHERS,Pulses,17.4,KILOGRAM,1566,PENDING,17.4,17.4
MDM002099,2025-08-08,SCH0419,KUMAR SUPPLIES,Pulses,0.8,BAGS,3600,PAID,0.8,40.0
MDM008957,2025-06-29,SCH0194,KUMAR GENERAL STORE,Wheat,40.7,KILOGRAM,1221,CLEARED,40.7,40.7
MDM010100,2025-01-09,SCH0252,KUMAR SUPPLIES,Rice,38300.0,GRAM,1532,PENDING,38300,38.3
MDM008056,2025-04-06,SCH0094,KUMAR GENERAL STORE,Rice,40.6,KILOGRAM,1624,CLEARED,40.6 kg,40.6
MDM000873,2025-07-08,SCH0169,SHARMA & SONS,Pulses,56000.0,GRAM,5040,PAID,56000,56.0
MDM011966,2025-11-05,SCH0160,SHARMA TRADERS PVT LTD,Wheat,48.3,KILOGRAM,1449,PAID,48.3,48.3
MDM006689,2026-02-18,SCH0195,SHARMA TRADERS,Pulses,35.0,KILOGRAM,3150,PAID,35.0 kg,35.0
MDM008969,2025-07-28,SCH0515,GOYAL RICE MILL,Pulses,20.7,KILOGRAM,1863,Unknown,20.7 kg,20.7
MDM007963,2025-11-29,SCH0419,SHARMA & SONS,Pulses,26800.0,GRAM,2412,PAID,26800,26.8
MDM011635,2025-04-17,SCH0323,KUMAR GENERAL STORE,Pulses,31.2,KILOGRAM,2808,PENDING,31.2,31.2
MDM006754,2025-05-15,SCH0088,SHARMA TRADERS,Wheat,1.132,BAGS,1698,PAID,1.132,56.599999999999994
MDM010147,2026-01-27,SCH0148,SHARMA & SONS,Pulses,,,4842,DUE,,
MDM006168,2025-06-28,SCH0061,GOYAL MILL,Mustard Oil,26.2,KILOGRAM,3144,PENDING,26.2,26.2
MDM008014,2025-08-17,SCH0473,KUMAR SUPPLIES,Wheat,54.1,KILOGRAM,1623,Unknown,54.1,54.1
MDM007367,2025-09-21,SCH0208,GOYAL RICE MILL,Rice,41.5,KILOGRAM,1660,PENDING,41.5,41.5
MDM009805,2025-11-25,SCH0096,SHARMA TRADERS,Rice,1.072,BAGS,,PENDING,1.072,53.6
MDM007069,2025-05-23,SCH0394,KUMAR SUPPLIES,Mustard Oil,49.0,KILOGRAM,5880,CLEARED,49,49.0
MDM007821,2025-10-24,SCH0207,SHARMA TRADERS PVT LTD,Pulses,27.3,KILOGRAM,2457,CLEARED,27.3,27.3
MDM010201,2026-03-03,SCH0109,GOYAL ENTERPRISES,Pulses,,,2043,DUE,,
MDM011591,2026-02-23,SCH0588,S. AGRO WORKS,Mustard Oil,21.0,KILOGRAM,2520,PENDING,21.0 kg,21.0
MDM010669,2025-04-24,SCH0518,GOYAL RICE MILL,Pulses,20.2,KILOGRAM,1818,Unknown,20.2 kg,20.2
MDM007135,2025-09-16,SCH0324,SHARMA TRADERS,Pulses,13.7,KILOGRAM,1233,PENDING,13.7 kg,13.7
MDM010326,2025-04-03,SCH0378,GOYAL MILL,Pulses,31.3,KILOGRAM,2817,PAID,31.3 kg,31.3
MDM009179,2025-06-26,SCH0566,SINGH AGRO,Rice,0.344,KILOGRAM,688,PAID,0.344,17.2
MDM005518,2025-05-05,SCH0076,GOYAL RICE MILL,Rice,37.0,KILOGRAM,1480,Unknown,37,37.0
MDM008511,2025-12-31,SCH0021,KUMAR & CO.,Pulses,33.0,KILOGRAM,2970,DUE,33,33.0
MDM003911,2026-03-24,SCH0289,SHARMA & SONS,Rice,23400.0,GRAM,936,DUE,23400,23.4
MDM007542,2025-09-15,SCH0417,SINGH BROTHERS,Wheat,12300.0,GRAM,369,DUE,12300,12.3
MDM005028,2025-11-08,SCH0223,S. AGRO WORKS,Wheat,0.774,KILOGRAM,1161,Unknown,0.774,38.7
MDM000448,2025-09-08,SCH0341,KUMAR SUPPLIES,Rice,0.294,KILOGRAM,588,CLEARED,0.294,14.7
MDM011593,2025-08-31,SCH0392,KUMAR SUPPLIES,Rice,,,1252,PAID,,
MDM000057,2025-09-29,SCH0531,GOYAL RICE MILL,Pulses,0.698,KILOGRAM,3141,PENDING,0.698,34.9
MDM005874,2025-09-18,SCH0332,KUMAR SUPPLIES,Wheat,55.9,KILOGRAM,1677,PAID,55.9 kg,55.9
MDM002856,2025-11-04,SCH0363,SINGH BROTHERS,Wheat,0.344,BAGS,516,DUE,0.344,17.2
MDM009555,2026-03-04,SCH0388,SINGH AGRO,Rice,56.2,KILOGRAM,2248,CLEARED,56.2 kg,56.2
MDM002987,2025-09-20,SCH0025,KUMAR & CO.,Pulses,55600.0,GRAM,,PENDING,55600,55.6
MDM000477,2025-09-11,SCH0193,SHARMA TRADERS,Mustard Oil,57.5,KILOGRAM,6900,DUE,57.5 kg,57.5
MDM004092,2025-11-05,SCH0177,KUMAR SUPPLIES,Mustard Oil,38300.0,GRAM,4596,PENDING,38300,38.3
MDM007031,2025-03-12,SCH0074,SHARMA TRADERS,Wheat,0.988,BAGS,1482,DUE,0.988,49.4
MDM004542,2025-03-10,SCH0197,GOYAL RICE MILL,Pulses,,,5148,PAID,,
MDM007415,2025-10-30,SCH0184,KUMAR SUPPLIES,Mustard Oil,26300.0,GRAM,3156,CLEARED,26300,26.3
MDM005936,2025-09-22,SCH0339,SHARMA & SONS,Atta,0.628,BAGS,,PAID,0.628,31.4
MDM004227,2025-11-26,SCH0331,GOYAL RICE MILL,Mustard Oil,,,6936,DUE,,
MDM008202,2025-06-14,SCH0013,GOYAL ENTERPRISES,Pulses,54.4,KILOGRAM,4896,CLEARED,54.4,54.4
MDM009195,2026-03-18,SCH0391,SINGH AGRO,Mustard Oil,50.4,KILOGRAM,6048,CLEARED,50.4,50.4
MDM000751,2026-02-19,SCH0503,SHARMA TRADERS PVT LTD,Pulses,11.9,KILOGRAM,1071,DUE,11.9,11.9
MDM010836,2025-09-20,SCH0420,SINGH BROTHERS,Pulses,10.9,KILOGRAM,981,Unknown,10.9 kg,10.9
MDM005788,2025-06-26,SCH0008,SHARMA TRADERS PVT LTD,Pulses,18500.0,GRAM,1665,PAID,18500,18.5
MDM005067,2025-09-17,SCH0269,SHARMA & SONS,Wheat,52000.0,GRAM,1560,PENDING,52000,52.0
MDM000377,2026-01-19,SCH0492,KUMAR SUPPLIES,Wheat,44400.0,GRAM,1332,DUE,44400,44.4
MDM002459,2025-10-30,SCH0045,KUMAR & CO.,Wheat,29400.0,GRAM,882,PENDING,29400,29.4
MDM007625,2025-07-10,SCH0367,SHARMA TRADERS,Rice,50.4,KILOGRAM,2016,CLEARED,50.4,50.4
MDM003127,2025-12-20,SCH0006,GOYAL ENTERPRISES,Pulses,55700.0,GRAM,5013,Unknown,55700,55.7
MDM005454,2025-10-25,SCH0373,SHARMA TRADERS,Rice,51.1,KILOGRAM,2044,CLEARED,51.1 kg,51.1
MDM009801,2026-02-11,SCH0302,SHARMA & SONS,Pulses,53.7,KILOGRAM,4833,CLEARED,53.7,53.7
MDM009295,2025-09-24,SCH0354,GOYAL ENTERPRISES,Pulses,46.9,KILOGRAM,4221,CLEARED,46.9,46.9
MDM008719,2025-04-02,SCH0121,GOYAL ENTERPRISES,Wheat,48000.0,GRAM,1440,PENDING,48000,48.0
MDM008273,2025-10-15,SCH0250,SINGH BROTHERS,Rice,54.6,KILOGRAM,2184,PENDING,54.6,54.6
MDM004412,2025-11-06,SCH0116,SINGH BROTHERS,Atta,,,759,Unknown,,
MDM008123,2025-11-16,SCH0509,KUMAR SUPPLIES,Pulses,37.3,KILOGRAM,3356,PAID,37.3 kg,37.3
MDM008641,2026-01-04,SCH0046,SHARMA TRADERS PVT LTD,Mustard Oil,37900.0,GRAM,4548,PENDING,37900,37.9
MDM003456,2025-06-25,SCH0278,SINGH AGRO,Rice,45800.0,GRAM,1832,DUE,45800,45.8
MDM003406,2025-01-11,SCH0500,SHARMA TRADERS PVT LTD,Mustard Oil,22100.0,GRAM,2652,Unknown,22100,22.1
MDM005503,2026-01-22,SCH0172,KUMAR GENERAL STORE,Wheat,0.334,BAGS,501,DUE,0.334,16.7
MDM009602,2025-08-26,SCH0265,SINGH AGRO,Wheat,47100.0,GRAM,1413,PENDING,47100,47.1
MDM002401,2025-10-04,SCH0271,KUMAR GENERAL STORE,Rice,24.6,KILOGRAM,984,PENDING,24.6,24.6
MDM005047,2026-07-02,SCH0051,S. AGRO WORKS,Rice,,,568,Unknown,,
MDM004890,2025-06-29,SCH0376,KUMAR SUPPLIES,Rice,56.2,KILOGRAM,2248,PAID,56.2,56.2
MDM008659,2026-02-09,SCH0573,KUMAR GENERAL STORE,Rice,25.8,KILOGRAM,1032,CLEARED,25.8 kg,25.8
MDM007020,2025-08-22,SCH0141,GOYAL MILL,Wheat,42.4,KILOGRAM,1272,Unknown,42.4,42.4
MDM005246,2025-08-05,SCH0100,SINGH AGRO,Mustard Oil,48.2,KILOGRAM,5784,PENDING,48.2 kg,48.2
MDM008686,2025-04-11,SCH0319,SINGH BROTHERS,Mustard Oil,30800.0,GRAM,3696,Unknown,30800,30.8
MDM008154,2025-05-08,SCH0412,SHARMA & SONS,Rice,0.81,KILOGRAM,1620,PENDING,0.81,40.5
MDM009660,2025-07-11,SCH0223,S. AGRO WORKS,Rice,0.648,KILOGRAM,1296,CLEARED,0.648,32.4
MDM002583,2025-08-14,SCH0364,SINGH BROTHERS,Mustard Oil,0.26,KILOGRAM,1560,PAID,0.26,13.0
MDM006193,2025-11-16,SCH0505,KUMAR & CO.,Pulses,42900.0,GRAM,3861,CLEARED,42900,42.9
MDM004723,2025-09-06,SCH0238,GOYAL RICE MILL,Rice,40.2,KILOGRAM,1608,PENDING,40.2,40.2
MDM010053,2025-07-16,SCH0001,SHARMA TRADERS PVT LTD,Atta,0.588,BAGS,882,PAID,0.588,29.4
MDM000228,2026-03-05,SCH0053,SHARMA TRADERS PVT LTD,Wheat,0.298,BAGS,447,PAID,0.298,14.899999999999999
MDM005822,2025-04-28,SCH0181,KUMAR SUPPLIES,Mustard Oil,10600.0,GRAM,1272,PAID,10600,10.6
MDM002318,2025-12-26,SCH0347,KUMAR SUPPLIES,Mustard Oil,55.0,KILOGRAM,6600,PAID,55,55.0
MDM006553,2026-03-10,SCH0483,GOYAL MILL,Wheat,14.4,KILOGRAM,432,PENDING,14.4 kg,14.4
MDM009259,2025-09-06,SCH0432,SHARMA TRADERS PVT LTD,Rice,,,2000,PENDING,,
MDM005557,2026-03-22,SCH0112,SINGH AGRO,Pulses,48100.0,GRAM,4329,PAID,48100,48.1
MDM002649,2025-06-19,SCH0594,GOYAL RICE MILL,Rice,16.2,KILOGRAM,648,PAID,16.2,16.2
MDM001509,2025-08-23,SCH0225,SINGH BROTHERS,Mustard Oil,36.5,KILOGRAM,4380,Unknown,36.5,36.5
MDM006293,2025-05-12,SCH0144,SHARMA TRADERS PVT LTD,Atta,1.164,BAGS,1746,DUE,1.164,58.199999999999996
MDM011531,2025-10-22,SCH0269,SINGH AGRO,Mustard Oil,54.0,KILOGRAM,6480,PENDING,54,54.0
MDM001685,2025-10-11,SCH0001,SHARMA TRADERS,Rice,,,1300,DUE,,
MDM000500,2025-11-26,SCH0095,KUMAR GENERAL STORE,Rice,,,672,PENDING,,
MDM007153,2025-07-14,SCH0531,SINGH BROTHERS,Mustard Oil,0.238,KILOGRAM,1428,PENDING,0.238,11.899999999999999
MDM001700,2025-04-19,SCH0221,GOYAL ENTERPRISES,Mustard Oil,1.106,BAGS,6636,PAID,1.106,55.300000000000004
MDM001878,2025-09-16,SCH0594,SHARMA TRADERS PVT LTD,Rice,25.1,KILOGRAM,1004,PAID,25.1,25.1
MDM004360,2025-04-24,SCH0307,SHARMA TRADERS,Wheat,,,768,PENDING,,
MDM000514,2026-01-27,SCH0537,KUMAR SUPPLIES,Mustard Oil,,,6408,PENDING,,
MDM010563,2025-04-06,SCH0489,SHARMA & SONS,Pulses,0.7040000000000001,BAGS,3168,PENDING,0.7040000000000001,35.2
MDM005490,2025-12-25,SCH0491,KUMAR & CO.,Pulses,0.5660000000000001,BAGS,2547,PAID,0.5660000000000001,28.300000000000004
MDM003695,2025-11-13,SCH0007,GOYAL ENTERPRISES,Wheat,0.95,BAGS,1425,PAID,0.95,47.5
MDM002705,2026-02-27,SCH0509,SINGH BROTHERS,Rice,,,1128,DUE,,
MDM000821,2025-06-06,SCH0163,GOYAL ENTERPRISES,Mustard Oil,0.342,BAGS,2052,CLEARED,0.342,17.1
MDM006303,2025-09-17,SCH0229,SHARMA & SONS,Mustard Oil,,,3492,DUE,,
MDM005285,2026-12-01,SCH0248,SINGH BROTHERS,Pulses,51.9,KILOGRAM,4671,PAID,51.9,51.9
MDM009082,2025-12-09,SCH0261,SHARMA TRADERS PVT LTD,Mustard Oil,51.1,KILOGRAM,6132,PAID,51.1,51.1
MDM007093,2025-07-19,SCH0555,SHARMA TRADERS PVT LTD,Wheat,11.6,KILOGRAM,348,PENDING,11.6,11.6
MDM007653,2025-10-21,SCH0563,GOYAL ENTERPRISES,Pulses,0.912,KILOGRAM,4104,DUE,0.912,45.6
MDM002449,2025-05-02,SCH0300,KUMAR SUPPLIES,Pulses,0.442,BAGS,1989,Unknown,0.442,22.1
MDM000475,2026-02-28,SCH0195,KUMAR GENERAL STORE,Pulses,17.1,KILOGRAM,1539,PAID,17.1,17.1
MDM008067,2026-03-15,SCH0261,SINGH BROTHERS,Rice,56.6,KILOGRAM,2264,Unknown,56.6,56.6
MDM006696,2025-07-09,SCH0361,SHARMA TRADERS PVT LTD,Pulses,,,3483,PENDING,,
MDM007342,2025-04-19,SCH0469,KUMAR SUPPLIES,Rice,49400.0,GRAM,1976,PAID,49400,49.4
MDM011200,2025-08-17,SCH0473,SINGH AGRO,Mustard Oil,52.4,KILOGRAM,6288,PAID,52.4,52.4
MDM006376,2026-01-16,SCH0354,KUMAR SUPPLIES,Pulses,0.268,BAGS,1206,DUE,0.268,13.4
MDM002917,2025-07-31,SCH0026,GOYAL MILL,Rice,0.794,BAGS,1588,PAID,0.794,39.7
MDM003722,2025-11-16,SCH0473,SHARMA & SONS,Wheat,,,885,CLEARED,,
MDM004639,2026-01-19,SCH0139,SINGH BROTHERS,Mustard Oil,32100.0,GRAM,3852,DUE,32100,32.1
MDM000481,2025-09-02,SCH0089,GOYAL MILL,Pulses,,,4617,Unknown,,
MDM005332,2025-12-17,SCH0318,SINGH AGRO,Mustard Oil,43300.0,GRAM,5196,PENDING,43300,43.3
MDM005747,2025-09-30,SCH0050,GOYAL RICE MILL,Wheat,30100.0,GRAM,903,PAID,30100,30.1
MDM010568,2025-09-19,SCH0405,GOYAL RICE MILL,Pulses,15100.0,GRAM,1359,CLEARED,15100,15.1
MDM002578,2026-02-13,SCH0295,S. AGRO WORKS,Mustard Oil,33100.0,GRAM,3972,PAID,33100,33.1
MDM011180,2025-09-24,SCH0497,SHARMA TRADERS PVT LTD,Wheat,41.0,KILOGRAM,1230,PAID,41,41.0
MDM005796,2025-10-28,SCH0121,S. AGRO WORKS,Pulses,45.4,KILOGRAM,4086,PENDING,45.4,45.4
MDM009442,2025-05-25,SCH0418,KUMAR & CO.,Wheat,0.76,BAGS,1140,DUE,0.76,38.0
MDM010111,2026-01-18,SCH0075,KUMAR GENERAL STORE,Rice,,,2268,CLEARED,,
MDM004919,2025-08-31,SCH0311,S. AGRO WORKS,Mustard Oil,45.0,KILOGRAM,5400,PENDING,45.0 kg,45.0
MDM010668,2025-11-15,SCH0060,KUMAR SUPPLIES,Rice,,,2200,DUE,,
MDM006178,2026-08-01,SCH0405,SHARMA TRADERS PVT LTD,Atta,47900.0,GRAM,1437,PENDING,47900,47.9
MDM000425,2025-07-30,SCH0588,SHARMA TRADERS PVT LTD,Mustard Oil,36.3,KILOGRAM,4356,PENDING,36.3,36.3
MDM005970,2025-05-16,SCH0083,SHARMA TRADERS,Mustard Oil,,,3072,DUE,,
MDM001350,2025-05-10,SCH0461,SINGH AGRO,Pulses,,,2763,Unknown,,
MDM010030,2026-03-22,SCH0209,SHARMA TRADERS,Rice,0.986,BAGS,1972,PAID,0.986,49.3
MDM006203,2026-05-01,SCH0481,SHARMA TRADERS PVT LTD,Pulses,33.8,KILOGRAM,3042,Unknown,33.8 kg,33.8
MDM006340,2026-03-07,SCH0006,KUMAR GENERAL STORE,Wheat,37500.0,GRAM,1125,PENDING,37500,37.5
MDM009151,2025-12-03,SCH0031,GOYAL RICE MILL,Atta,,,1059,PENDING,,
MDM002923,2026-01-05,SCH0478,SHARMA TRADERS PVT LTD,Pulses,48.1,KILOGRAM,4329,PENDING,48.1,48.1
MDM003435,2025-07-28,SCH0323,GOYAL MILL,Pulses,,,2664,PENDING,,
MDM006729,2025-12-02,SCH0417,SHARMA & SONS,Mustard Oil,48.6,KILOGRAM,5832,DUE,48.6 kg,48.6
MDM007342,2025-04-19,SCH0469,KUMAR SUPPLIES,Rice,49400.0,GRAM,1976,PAID,49400,49.4
MDM001607,2025-08-12,SCH0094,SHARMA & SONS,Mustard Oil,0.684,BAGS,4104,Unknown,0.684,34.2
MDM006006,2025-05-07,SCH0280,SHARMA TRADERS PVT LTD,Rice,,,624,DUE,,
MDM003032,2025-10-07,SCH0459,KUMAR GENERAL STORE,Atta,59.5,KILOGRAM,1785,PAID,59.5,59.5
MDM002763,2025-10-06,SCH0342,SHARMA & SONS,Atta,25.7,KILOGRAM,771,CLEARED,25.7,25.7
MDM008331,2025-12-24,SCH0571,SINGH BROTHERS,Rice,1.196,BAGS,2392,PAID,1.196,59.8
MDM006868,2025-09-24,SCH0542,KUMAR & CO.,Pulses,49.1,KILOGRAM,4419,DUE,49.1 kg,49.1
MDM005981,2025-06-22,SCH0101,SINGH AGRO,Mustard Oil,18.4,KILOGRAM,2208,PAID,18.4,18.4
MDM003149,2025-05-21,SCH0011,SINGH AGRO,Atta,51700.0,GRAM,,PENDING,51700,51.7
MDM003496,2025-12-23,SCH0106,SHARMA TRADERS PVT LTD,Pulses,,,1440,Unknown,,
MDM001660,2025-05-28,SCH0372,SHARMA TRADERS,Mustard Oil,13.1,KILOGRAM,1572,PAID,13.1,13.1
MDM006202,2025-04-21,SCH0327,S. AGRO WORKS,Mustard Oil,49.0,KILOGRAM,5880,PAID,49,49.0
MDM011425,2025-04-15,SCH0302,S. AGRO WORKS,Atta,46.9,KILOGRAM,1407,Unknown,46.9,46.9
MDM001447,2025-08-16,SCH0456,SHARMA TRADERS,Rice,19.8,KILOGRAM,792,Unknown,19.8,19.8
MDM008875,2025-12-05,SCH0032,SHARMA TRADERS PVT LTD,Atta,,,1395,PAID,,
MDM001021,2025-12-27,SCH0123,SHARMA TRADERS,Pulses,11.0,KILOGRAM,990,PAID,11.0 kg,11.0
MDM000706,2025-12-08,SCH0318,GOYAL ENTERPRISES,Pulses,,,5157,PAID,,
MDM008611,2025-10-21,SCH0099,GOYAL MILL,Rice,56.4,KILOGRAM,2256,PENDING,56.4,56.4
MDM001867,2025-05-18,SCH0278,KUMAR SUPPLIES,Rice,39.2,KILOGRAM,1568,PENDING,39.2,39.2
MDM008727,2025-08-01,SCH0419,KUMAR & CO.,Wheat,0.29,BAGS,435,Unknown,0.29,14.499999999999998
MDM004011,2025-05-29,SCH0436,SHARMA TRADERS,Atta,0.254,BAGS,381,PAID,0.254,12.7
MDM003847,2025-11-12,SCH0189,KUMAR & CO.,Mustard Oil,,,4956,DUE,,
MDM002123,2026-02-19,SCH0506,SINGH BROTHERS,Rice,15900.0,GRAM,636,DUE,15900,15.9
MDM007190,2025-08-05,SCH0282,SINGH BROTHERS,Wheat,,,1380,PENDING,,
MDM002575,2026-03-17,SCH0503,SINGH BROTHERS,Pulses,39.9,KILOGRAM,3591,PAID,39.9,39.9
MDM009983,2025-11-28,SCH0351,KUMAR & CO.,Rice,,,2140,PAID,,
MDM001922,2025-12-24,SCH0498,SINGH AGRO,Mustard Oil,24.7,KILOGRAM,2964,PAID,24.7 kg,24.7
MDM002957,2026-03-13,SCH0355,SHARMA TRADERS PVT LTD,Mustard Oil,22800.0,GRAM,2736,PAID,22800,22.8
MDM007230,2025-11-04,SCH0375,GOYAL ENTERPRISES,Rice,55700.0,GRAM,,PENDING,55700,55.7
MDM007333,2025-11-07,SCH0353,S. AGRO WORKS,Wheat,11.6,KILOGRAM,348,PAID,11.6 kg,11.6
MDM006487,2025-08-22,SCH0281,SINGH AGRO,Pulses,39.2,KILOGRAM,3528,PENDING,39.2,39.2
MDM011782,2025-08-25,SCH0226,SINGH AGRO,Rice,0.8340000000000001,BAGS,1668,PAID,0.8340000000000001,41.7
MDM001420,2025-08-15,SCH0093,GOYAL ENTERPRISES,Rice,46.6,KILOGRAM,1864,PENDING,46.6,46.6
MDM003425,2025-07-05,SCH0073,KUMAR GENERAL STORE,Rice,17.1,KILOGRAM,684,PENDING,17.1 kg,17.1
MDM003778,2025-04-25,SCH0095,KUMAR & CO.,Wheat,41.9,KILOGRAM,1257,PAID,41.9 kg,41.9
MDM010439,2025-10-20,SCH0434,KUMAR SUPPLIES,Pulses,28.2,KILOGRAM,2538,PAID,28.2 kg,28.2
MDM008843,2025-11-25,SCH0464,GOYAL RICE MILL,Pulses,,,5166,PENDING,,
MDM002026,2025-04-24,SCH0484,GOYAL RICE MILL,Pulses,35.9,KILOGRAM,3231,DUE,35.9,35.9
MDM000595,2025-07-23,SCH0484,SINGH BROTHERS,Atta,10.9,KILOGRAM,327,PENDING,10.9,10.9
MDM001559,2025-10-02,SCH0335,GOYAL MILL,Rice,13.2,KILOGRAM,528,CLEARED,13.2,13.2
MDM004394,2025-08-21,SCH0439,GOYAL RICE MILL,Mustard Oil,1.016,BAGS,6096,PAID,1.016,50.8
MDM004846,2025-05-27,SCH0539,SHARMA & SONS,Mustard Oil,57300.0,GRAM,6876,DUE,57300,57.3
MDM008223,2025-07-17,SCH0440,KUMAR GENERAL STORE,Atta,56.9,KILOGRAM,,PAID,56.9 kg,56.9
MDM010560,2025-09-16,SCH0193,SINGH AGRO,Rice,31.6,KILOGRAM,1264,PENDING,31.6,31.6
MDM004774,2025-08-06,SCH0321,SHARMA & SONS,Mustard Oil,26.2,KILOGRAM,3144,DUE,26.2,26.2
MDM006387,2025-05-21,SCH0428,GOYAL RICE MILL,Pulses,1.04,BAGS,4680,PAID,1.04,52.0
MDM011548,2025-04-23,SCH0265,S. AGRO WORKS,Rice,18.8,KILOGRAM,752,CLEARED,18.8,18.8
MDM003401,2026-01-22,SCH0027,SINGH AGRO,Mustard Oil,45900.0,GRAM,5508,PENDING,45900,45.9
MDM002059,2026-02-12,SCH0482,SINGH AGRO,Rice,15.2,KILOGRAM,608,CLEARED,15.2 kg,15.2
MDM008753,2025-09-26,SCH0375,KUMAR GENERAL STORE,Wheat,46800.0,GRAM,1404,PAID,46800,46.8
MDM011618,2025-10-18,SCH0214,S. AGRO WORKS,Rice,24.4,KILOGRAM,976,PAID,24.4,24.4
MDM004688,2026-03-22,SCH0109,KUMAR SUPPLIES,Mustard Oil,16.1,KILOGRAM,,PAID,16.1,16.1
MDM004951,2025-01-12,SCH0103,KUMAR GENERAL STORE,Mustard Oil,50.6,KILOGRAM,6072,PENDING,50.6,50.6
MDM011847,2026-02-25,SCH0478,KUMAR SUPPLIES,Wheat,10.7,KILOGRAM,,PENDING,10.7,10.7
MDM004048,2025-04-18,SCH0084,GOYAL RICE MILL,Mustard Oil,33200.0,GRAM,3984,DUE,33200,33.2
MDM007317,2025-10-25,SCH0384,SINGH BROTHERS,Rice,45.9,KILOGRAM,1836,PAID,45.9,45.9
MDM003964,2025-04-25,SCH0182,SINGH AGRO,Pulses,26.9,KILOGRAM,2421,DUE,26.9 kg,26.9
MDM004016,2025-12-26,SCH0484,S. AGRO WORKS,Mustard Oil,0.586,BAGS,3516,PAID,0.586,29.299999999999997
MDM008500,2025-06-21,SCH0593,KUMAR & CO.,Atta,34.1,KILOGRAM,1023,CLEARED,34.1,34.1
MDM010339,2025-04-23,SCH0547,GOYAL RICE MILL,Wheat,,,840,CLEARED,,
MDM007376,2025-11-11,SCH0461,GOYAL RICE MILL,Pulses,29.8,KILOGRAM,2682,DUE,29.8,29.8
MDM000536,2025-06-07,SCH0174,KUMAR & CO.,Rice,0.838,BAGS,1676,Unknown,0.838,41.9
MDM009787,2026-01-11,SCH0061,GOYAL RICE MILL,Atta,43700.0,GRAM,1311,PENDING,43700,43.7
MDM000293,2025-05-08,SCH0226,KUMAR GENERAL STORE,Wheat,1.006,BAGS,1509,CLEARED,1.006,50.3
MDM002837,2025-01-11,SCH0600,SHARMA & SONS,Rice,28700.0,GRAM,1148,PAID,28700,28.7
MDM004747,2025-12-12,SCH0231,SHARMA TRADERS,Pulses,49900.0,GRAM,4491,Unknown,49900,49.9
MDM009537,2025-12-25,SCH0391,GOYAL MILL,Pulses,,,1800,Unknown,,
MDM002871,2025-08-27,SCH0361,GOYAL MILL,Mustard Oil,29.3,KILOGRAM,3516,PAID,29.3,29.3
MDM005235,2025-12-26,SCH0111,SHARMA TRADERS,Rice,29.7,KILOGRAM,1188,DUE,29.7,29.7
MDM004694,2025-11-27,SCH0566,KUMAR GENERAL STORE,Mustard Oil,0.5920000000000001,BAGS,3552,PAID,0.5920000000000001,29.600000000000005
MDM004922,2026-02-14,SCH0528,SINGH BROTHERS,Rice,,,616,PAID,,
MDM008709,2025-11-12,SCH0452,GOYAL ENTERPRISES,Mustard Oil,45.6,KILOGRAM,5472,PENDING,45.6,45.6
MDM007643,2025-04-10,SCH0342,S. AGRO WORKS,Pulses,1.158,BAGS,5211,DUE,1.158,57.9
MDM009167,2025-12-28,SCH0205,GOYAL ENTERPRISES,Rice,16.3,KILOGRAM,652,PENDING,16.3,16.3
MDM010195,2025-09-04,SCH0228,GOYAL ENTERPRISES,Pulses,,,5373,PAID,,
MDM001319,2026-03-20,SCH0265,SINGH AGRO,Wheat,,,1095,CLEARED,,
MDM008047,2025-11-05,SCH0297,SINGH AGRO,Wheat,19.2,KILOGRAM,,DUE,19.2,19.2
MDM008472,2025-04-14,SCH0033,SINGH AGRO,Mustard Oil,16.9,KILOGRAM,2028,Unknown,16.9 kg,16.9
MDM004300,2026-06-03,SCH0291,SHARMA & SONS,Mustard Oil,,,2880,CLEARED,,
MDM005993,2025-10-14,SCH0006,GOYAL RICE MILL,Wheat,1.108,BAGS,1662,CLEARED,1.108,55.400000000000006
MDM009302,2025-10-16,SCH0400,SINGH AGRO,Rice,53.9,KILOGRAM,2156,DUE,53.9 kg,53.9
