record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by,attendance_anomaly,attendance_rate,proxy_attendance_anomaly
ATT0000550,2025-06-08,SCH0154,6,281,241,0,,False,85.76512455516014,False
ATT0004756,2026-02-19,SCH0052,2,149,143,1,ADMIN,False,95.9731543624161,False
ATT0001107,2025-06-03,SCH0424,6,243,194,1,,False,79.83539094650206,False
ATT0002910,2026-02-20,SCH0251,1,86,71,0,HM,False,82.55813953488372,False
,2025-11-27,SCH0238,7,262,204,1,ADMIN,False,77.86259541984732,False
ATT0017735,2025-08-30,SCH0196,1,299,281,1,HEADMASTER,False,93.9799331103679,False
ATT0019716,2025-10-07,SCH0550,8,139,158,1,HM,True,113.66906474820144,False
ATT0003049,2025-07-13,SCH0428,5,239,239,1,ADMIN,False,100.0,True
ATT0011962,2025-08-07,SCH0323,3,298,187,1,HM,False,62.751677852349,False
ATT0012039,2025-04-24,SCH0160,9,45,38,1,ADMIN,False,84.44444444444444,False
ATT0003754,2025-12-22,SCH0250,8,126,100,0,CLASS TEACHER,False,79.36507936507937,False
ATT0007364,2025-08-01,SCH0355,6,143,151,1,HEADMASTER,True,105.5944055944056,False
ATT0019492,2025-04-27,SCH0213,2,132,132,1,HEADMASTER,False,100.0,True
ATT0006847,2025-12-13,SCH0461,9,43,30,1,,False,69.76744186046511,False
ATT0004443,2025-04-24,SCH0553,1,80,75,1,CLASS TEACHER,False,93.75,False
ATT0012230,2026-03-12,SCH0398,5,92,89,1,CLASS TEACHER,False,96.73913043478261,False
ATT0006799,2025-12-31,SCH0280,6,190,171,1,HM,False,90.0,False
ATT0002453,2025-07-02,SCH0484,10,205,167,1,HM,False,81.46341463414633,False
ATT0012188,2025-09-01,SCH0459,2,275,194,1,ADMIN,False,70.54545454545455,False
ATT0001980,2025-12-23,SCH0524,5,204,159,1,ADMIN,False,77.94117647058823,False
ATT0017878,2025-11-07,SCH0192,5,101,81,0,,False,80.19801980198021,False
ATT0007604,2025-09-26,SCH0384,2,261,216,1,,False,82.75862068965517,False
ATT0002068,2026-02-03,SCH0383,3,96,63,1,,False,65.625,False
ATT0003807,2025-04-06,SCH0580,3,111,95,1,HM,False,85.58558558558559,False
ATT0014995,2025-06-13,SCH0269,8,290,185,,HEADMASTER,False,63.793103448275865,False
ATT0016740,2026-03-08,SCH0174,4,152,166,1,ADMIN,True,109.21052631578947,False
ATT0013067,2025-10-09,SCH0378,2,120,87,,HEADMASTER,False,72.5,False
ATT0003269,2026-03-31,SCH0544,3,147,141,1,CLASS TEACHER,False,95.91836734693877,False
ATT0015965,2025-10-03,SCH0337,9,116,127,1,HM,True,109.48275862068965,False
ATT0016270,2025-07-14,SCH0457,2,132,85,1,CLERK,False,64.39393939393939,False
ATT0006464,2025-10-17,SCH0002,1,286,227,1,,False,79.37062937062937,False
ATT0009711,2025-07-22,SCH0389,5,87,52,1,ADMIN,False,59.77011494252874,False
ATT0018434,2026-03-21,SCH0045,7,228,201,1,ADMIN,False,88.1578947368421,False
ATT0017974,2026-04-02,SCH0253,1,250,257,1,CLASS TEACHER,True,102.8,False
ATT0017123,2026-03-12,SCH0208,5,291,278,1,CLERK,False,95.53264604810997,False
ATT0016628,2025-05-05,SCH0308,4,291,252,1,HEADMASTER,False,86.5979381443299,False
ATT0017103,2025-05-09,SCH0588,1,168,107,1,CLERK,False,63.69047619047619,False
ATT0012056,2025-04-30,SCH0339,4,254,157,1,CLERK,False,61.811023622047244,False
ATT0011291,2025-05-28,SCH0467,7,81,63,1,ADMIN,False,77.77777777777779,False
ATT0014837,2025-09-28,SCH0512,2,266,266,1,CLASS TEACHER,False,100.0,True
ATT0018102,2025-05-18,SCH0162,2,198,203,1,ADMIN,True,102.52525252525253,False
ATT0018288,2025-11-14,SCH0385,8,173,157,1,ADMIN,False,90.7514450867052,False
ATT0017400,2025-01-09,SCH0172,3,82,54,1,HM,False,65.85365853658537,False
ATT0001359,2025-06-13,SCH0143,7,288,244,1,CLASS TEACHER,False,84.72222222222221,False
ATT0017619,2025-04-22,SCH0190,5,199,214,1,HM,True,107.53768844221105,False
ATT0003071,2025-05-11,SCH0420,1,171,171,1,ADMIN,False,100.0,True
ATT0015212,2026-01-09,SCH0226,4,125,120,1,,False,96.0,False
ATT0014168,2026-01-01,SCH0078,3,114,106,1,ADMIN,False,92.98245614035088,False
ATT0010251,2025-08-05,SCH0157,7,56,37,1,HEADMASTER,False,66.07142857142857,False
ATT0017291,2025-07-17,SCH0466,2,244,158,1,,False,64.75409836065575,False
ATT0006742,2025-05-17,SCH0013,9,155,143,0,,False,92.25806451612904,False
ATT0013164,2026-03-09,SCH0337,6,175,118,1,HM,False,67.42857142857143,False
ATT0005715,2025-05-02,SCH0069,3,156,132,1,,False,84.61538461538461,False
,2025-12-11,SCH0535,2,183,148,0,HM,False,80.87431693989072,False
ATT0002267,2025-08-08,SCH0326,8,192,185,1,HEADMASTER,False,96.35416666666666,False
,2026-02-27,SCH0097,5,194,130,0,,False,67.0103092783505,False
,2025-05-18,SCH0072,3,272,225,1,,False,82.72058823529412,False
ATT0019608,2025-10-10,SCH0154,2,221,134,1,HM,False,60.633484162895925,False
ATT0014737,2026-01-30,SCH0156,2,299,282,1,ADMIN,False,94.31438127090301,False
ATT0017285,2025-10-16,SCH0236,4,167,158,1,HM,False,94.61077844311377,False
ATT0017480,2025-11-03,SCH0465,7,57,50,1,,False,87.71929824561403,False
ATT0008239,2025-09-14,SCH0258,4,276,276,1,HM,False,100.0,True
ATT0006120,2025-05-06,SCH0037,9,295,253,1,CLASS TEACHER,False,85.76271186440678,False
ATT0012023,2025-07-30,SCH0419,1,72,88,1,HEADMASTER,True,122.22222222222223,False
ATT0006724,2025-05-08,SCH0229,3,52,41,1,CLERK,False,78.84615384615384,False
ATT0011525,2025-08-05,SCH0330,9,254,166,1,CLASS TEACHER,False,65.35433070866141,False
ATT0012366,2025-08-10,SCH0028,6,173,165,1,HEADMASTER,False,95.37572254335261,False
ATT0005837,2025-04-19,SCH0536,7,44,42,,HEADMASTER,False,95.45454545454545,False
ATT0003756,2025-12-07,SCH0259,3,133,97,1,CLERK,False,72.93233082706767,False
ATT0019762,2025-10-28,SCH0221,1,135,82,,CLERK,False,60.74074074074074,False
ATT0015317,2025-09-15,SCH0124,3,231,248,,HM,True,107.35930735930737,False
ATT0003205,2025-10-03,SCH0460,5,110,94,1,,False,85.45454545454545,False
ATT0012294,2025-08-29,SCH0228,6,295,189,1,HM,False,64.0677966101695,False
ATT0014692,2025-10-02,SCH0402,3,272,191,1,CLASS TEACHER,False,70.22058823529412,False
ATT0008648,2025-09-04,SCH0474,4,234,148,1,HEADMASTER,False,63.24786324786324,False
ATT0016947,2025-10-27,SCH0277,10,289,189,1,ADMIN,False,65.39792387543253,False
ATT0004374,2025-11-27,SCH0233,9,264,228,1,,False,86.36363636363636,False
ATT0004591,2025-07-25,SCH0325,9,90,66,1,HM,False,73.33333333333333,False
ATT0005866,2026-02-20,SCH0193,7,241,164,1,HEADMASTER,False,68.04979253112033,False
ATT0005032,2025-09-29,SCH0477,3,149,106,1,,False,71.14093959731544,False
ATT0006245,2025-12-25,SCH0504,3,177,142,,HEADMASTER,False,80.22598870056498,False
ATT0000050,2025-05-12,SCH0269,2,43,28,1,CLASS TEACHER,False,65.11627906976744,False
ATT0010303,2025-06-01,SCH0197,1,148,128,1,HM,False,86.48648648648648,False
ATT0002933,2026-02-28,SCH0514,9,54,40,,CLASS TEACHER,False,74.07407407407408,False
ATT0002967,2026-01-14,SCH0210,1,97,117,0,HEADMASTER,True,120.61855670103093,False
ATT0008699,2025-08-01,SCH0055,3,168,151,1,HM,False,89.88095238095238,False
ATT0006933,2025-11-16,SCH0022,6,157,125,0,CLERK,False,79.61783439490446,False
ATT0011869,2025-12-05,SCH0233,9,275,199,1,,False,72.36363636363636,False
ATT0018016,2026-03-24,SCH0515,9,109,79,1,ADMIN,False,72.47706422018348,False
ATT0005549,2025-11-25,SCH0388,5,298,232,1,HEADMASTER,False,77.85234899328859,False
ATT0012424,2026-03-12,SCH0450,8,171,167,1,HEADMASTER,False,97.6608187134503,False
ATT0015966,2025-09-01,SCH0160,4,175,157,1,HM,False,89.71428571428571,False
ATT0017928,2025-09-12,SCH0193,6,65,58,1,HEADMASTER,False,89.23076923076924,False
ATT0005565,2025-09-11,SCH0445,9,102,79,1,HM,False,77.45098039215686,False
ATT0015332,2026-03-16,SCH0451,9,248,208,1,CLASS TEACHER,False,83.87096774193549,False
ATT0001304,2025-08-29,SCH0536,3,109,74,1,ADMIN,False,67.88990825688074,False
ATT0013859,2025-06-23,SCH0088,2,277,228,1,,False,82.31046931407943,False
ATT0019750,2025-12-17,SCH0419,5,59,44,,HM,False,74.57627118644068,False
ATT0009470,2025-05-10,SCH0178,6,268,233,1,CLASS TEACHER,False,86.94029850746269,False
ATT0005140,2025-07-22,SCH0311,5,114,128,1,HEADMASTER,True,112.28070175438596,False
ATT0006551,2025-11-05,SCH0365,8,267,195,0,,False,73.03370786516854,False
ATT0016939,2025-08-08,SCH0460,1,206,127,1,HM,False,61.6504854368932,False
ATT0011713,2025-04-10,SCH0408,10,220,205,1,HEADMASTER,False,93.18181818181817,False
ATT0005333,2025-04-12,SCH0027,4,51,46,1,ADMIN,False,90.19607843137256,False
ATT0001374,2025-10-28,SCH0116,1,57,41,1,ADMIN,False,71.9298245614035,False
ATT0011904,2026-03-15,SCH0488,1,258,236,1,ADMIN,False,91.47286821705426,False
ATT0008478,2025-06-10,SCH0172,10,70,64,1,CLERK,False,91.42857142857143,False
ATT0018931,2025-12-26,SCH0340,7,201,136,1,ADMIN,False,67.66169154228857,False
ATT0010232,2025-05-01,SCH0559,3,71,49,1,HEADMASTER,False,69.01408450704226,False
ATT0007678,2025-09-24,SCH0094,3,254,227,1,HM,False,89.37007874015748,False
ATT0001136,2025-11-17,SCH0004,3,155,126,1,CLASS TEACHER,False,81.29032258064515,False
ATT0013078,2026-04-03,SCH0520,6,105,98,1,HM,False,93.33333333333333,False
ATT0009924,2025-06-17,SCH0124,5,50,46,1,CLASS TEACHER,False,92.0,False
ATT0005438,2025-11-15,SCH0183,1,93,79,1,CLERK,False,84.94623655913979,False
ATT0003051,2026-01-22,SCH0548,4,250,257,1,ADMIN,True,102.8,False
ATT0000427,2025-11-21,SCH0046,2,44,42,1,CLASS TEACHER,False,95.45454545454545,False
ATT0017350,2025-04-20,SCH0062,3,82,82,1,CLASS TEACHER,False,100.0,True
ATT0003695,2025-12-08,SCH0169,1,251,238,1,HEADMASTER,False,94.82071713147411,False
ATT0015413,2025-09-22,SCH0445,8,47,45,1,HEADMASTER,False,95.74468085106383,False
ATT0009781,2025-04-01,SCH0590,2,259,184,1,,False,71.04247104247105,False
ATT0001589,2025-11-09,SCH0343,1,134,115,1,CLERK,False,85.82089552238806,False
ATT0017436,2025-11-23,SCH0266,2,46,46,1,HM,False,100.0,True
ATT0000340,2026-01-21,SCH0276,6,84,104,1,CLERK,True,123.80952380952381,False
ATT0006843,2025-11-13,SCH0478,9,265,243,1,CLERK,False,91.69811320754717,False
ATT0009398,2025-04-20,SCH0501,4,287,265,1,CLASS TEACHER,False,92.33449477351915,False
ATT0017132,2025-06-26,SCH0081,1,266,252,0,CLASS TEACHER,False,94.73684210526315,False
ATT0004399,2025-03-04,SCH0246,5,221,233,1,HM,True,105.42986425339367,False
ATT0019423,2025-04-16,SCH0236,9,59,42,1,ADMIN,False,71.1864406779661,False
ATT0013673,2025-06-22,SCH0360,1,61,61,1,HM,False,100.0,True
ATT0014882,2025-12-05,SCH0431,3,45,30,0,CLASS TEACHER,False,66.66666666666666,False
ATT0004198,2025-06-15,SCH0330,3,132,85,1,CLASS TEACHER,False,64.39393939393939,False
ATT0012303,2025-09-10,SCH0049,9,267,176,1,CLERK,False,65.91760299625467,False
ATT0018232,2025-05-19,SCH0051,8,84,78,1,CLASS TEACHER,False,92.85714285714286,False
ATT0003315,2025-12-15,SCH0267,2,273,251,1,ADMIN,False,91.94139194139194,False
ATT0018123,2025-05-16,SCH0137,10,119,101,1,CLASS TEACHER,False,84.87394957983193,False
ATT0012394,2025-04-17,SCH0131,10,195,171,1,HEADMASTER,False,87.6923076923077,False
ATT0015490,2025-06-18,SCH0265,4,292,280,1,HM,False,95.8904109589041,False
ATT0018198,2025-08-10,SCH0546,2,77,77,1,CLERK,False,100.0,True
ATT0007822,2026-03-13,SCH0147,6,207,152,1,HM,False,73.42995169082126,False
ATT0019545,2026-01-19,SCH0538,5,71,46,1,HM,False,64.7887323943662,False
ATT0003650,2026-01-30,SCH0446,1,112,82,1,HEADMASTER,False,73.21428571428571,False
ATT0000055,2025-05-12,SCH0380,2,99,62,1,CLERK,False,62.62626262626263,False
ATT0002974,2025-08-25,SCH0085,2,296,211,1,CLASS TEACHER,False,71.28378378378379,False
ATT0014171,2025-02-12,SCH0403,8,228,157,1,CLERK,False,68.85964912280701,False
ATT0014499,2025-04-24,SCH0427,5,257,175,1,,False,68.09338521400778,False
ATT0002960,2026-02-22,SCH0367,9,204,147,1,CLERK,False,72.05882352941177,False
ATT0007366,2026-02-23,SCH0369,3,104,66,1,CLERK,False,63.46153846153846,False
ATT0005046,2025-08-04,SCH0281,1,266,196,1,,False,73.68421052631578,False
ATT0016205,2025-12-18,SCH0132,10,148,142,,HM,False,95.94594594594594,False
ATT0010520,2025-05-20,SCH0518,3,99,72,1,,False,72.72727272727273,False
ATT0000402,2025-04-05,SCH0576,4,91,91,1,,False,100.0,False
ATT0012521,2025-04-18,SCH0088,6,161,155,1,CLERK,False,96.27329192546584,False
ATT0008569,2026-02-02,SCH0271,4,106,89,1,HEADMASTER,False,83.9622641509434,False
ATT0012963,2026-03-14,SCH0109,2,218,218,1,,False,100.0,False
ATT0011238,2025-10-03,SCH0593,9,90,66,1,HEADMASTER,False,73.33333333333333,False
ATT0015457,2025-06-10,SCH0454,3,111,89,1,CLERK,False,80.18018018018019,False
ATT0006978,2025-09-09,SCH0281,10,261,221,,HM,False,84.67432950191571,False
ATT0005217,2025-05-22,SCH0086,3,254,165,0,,False,64.96062992125984,False
ATT0019818,2025-08-22,SCH0551,2,206,130,0,HEADMASTER,False,63.10679611650486,False
ATT0007780,2026-02-19,SCH0019,8,265,232,1,,False,87.54716981132076,False
ATT0016222,2025-04-12,SCH0013,2,160,101,1,HM,False,63.125,False
ATT0004631,2025-07-05,SCH0372,9,105,96,1,HM,False,91.42857142857143,False
ATT0017961,2025-08-14,SCH0354,4,130,121,1,ADMIN,False,93.07692307692308,False
ATT0013283,2025-11-05,SCH0178,2,226,138,1,CLERK,False,61.06194690265486,False
ATT0012122,2025-04-02,SCH0387,1,204,171,1,,False,83.82352941176471,False
ATT0015133,2025-09-25,SCH0300,2,285,190,1,HEADMASTER,False,66.66666666666666,False
ATT0019105,2026-02-19,SCH0445,9,143,90,1,CLERK,False,62.93706293706294,False
ATT0003270,2025-06-06,SCH0520,1,235,241,1,CLASS TEACHER,True,102.55319148936171,False
ATT0010541,2026-03-31,SCH0525,1,86,64,1,CLERK,False,74.4186046511628,False
ATT0005577,2026-02-17,SCH0399,3,254,194,1,HM,False,76.37795275590551,False
ATT0006452,2025-11-14,SCH0430,1,219,160,1,CLERK,False,73.0593607305936,False
ATT0016884,2025-11-12,SCH0022,7,266,228,1,HM,False,85.71428571428571,False
ATT0009348,2025-12-21,SCH0199,9,193,205,1,CLERK,True,106.21761658031087,False
ATT0013858,2026-02-03,SCH0084,6,192,140,1,CLERK,False,72.91666666666666,False
ATT0007535,2025-06-06,SCH0174,5,145,116,1,HM,False,80.0,False
ATT0004768,2025-10-17,SCH0360,4,74,56,1,CLERK,False,75.67567567567568,False
ATT0005051,2025-09-04,SCH0496,4,81,54,0,HM,False,66.66666666666666,False
ATT0006139,2026-03-25,SCH0513,2,210,158,1,CLASS TEACHER,False,75.23809523809524,False
ATT0000609,2025-07-15,SCH0523,4,112,95,1,,False,84.82142857142857,False
ATT0009397,2026-01-02,SCH0231,1,267,219,1,CLERK,False,82.02247191011236,False
ATT0000020,2026-05-01,SCH0514,3,128,99,1,HEADMASTER,False,77.34375,False
ATT0007469,2026-03-17,SCH0108,8,219,156,1,HEADMASTER,False,71.23287671232876,False
ATT0005116,2026-01-19,SCH0320,2,70,66,1,HM,False,94.28571428571428,False
ATT0005728,2025-08-29,SCH0577,1,294,209,1,CLASS TEACHER,False,71.08843537414967,False
ATT0002488,2025-11-20,SCH0290,4,163,118,0,HM,False,72.39263803680981,False
ATT0016756,2025-06-07,SCH0302,2,195,195,,HEADMASTER,False,100.0,False
ATT0015493,2025-08-27,SCH0535,5,254,192,1,CLERK,False,75.59055118110236,False
ATT0006880,2025-07-02,SCH0487,8,164,120,1,,False,73.17073170731707,False
ATT0009243,2025-08-22,SCH0230,6,272,222,1,CLERK,False,81.61764705882352,False
ATT0016982,2025-07-21,SCH0162,9,225,150,1,,False,66.66666666666666,False
ATT0005562,2025-08-11,SCH0521,5,113,128,1,CLERK,True,113.27433628318585,False
ATT0012439,2025-09-04,SCH0011,5,232,193,,CLERK,False,83.1896551724138,False
ATT0016687,2025-08-21,SCH0471,5,298,223,1,CLASS TEACHER,False,74.83221476510067,False
ATT0013340,2026-01-05,SCH0075,3,135,143,1,CLASS TEACHER,True,105.92592592592594,False
ATT0009815,2025-08-27,SCH0387,1,261,182,1,,False,69.73180076628353,False
ATT0015853,2025-07-17,SCH0237,1,251,212,1,CLASS TEACHER,False,84.4621513944223,False
ATT0009982,2025-11-29,SCH0210,4,101,94,1,ADMIN,False,93.06930693069307,False
ATT0014828,2025-08-06,SCH0309,2,187,170,1,HEADMASTER,False,90.9090909090909,False
ATT0013581,2025-10-04,SCH0533,10,79,66,1,HEADMASTER,False,83.54430379746836,False
ATT0003801,2026-02-10,SCH0547,8,69,53,0,,False,76.81159420289855,False
ATT0011210,2025-04-23,SCH0339,4,227,178,1,ADMIN,False,78.41409691629956,False
ATT0009676,2025-11-06,SCH0287,10,150,106,1,CLERK,False,70.66666666666667,False
ATT0014240,2025-12-17,SCH0426,2,209,138,0,HM,False,66.02870813397129,False
ATT0010183,2025-04-18,SCH0574,1,189,178,1,CLASS TEACHER,False,94.17989417989418,False
ATT0013824,2025-04-02,SCH0078,3,123,118,1,HM,False,95.9349593495935,False
ATT0001984,2025-07-10,SCH0504,8,290,267,1,,False,92.06896551724138,False
ATT0014324,2025-06-21,SCH0543,3,138,94,1,,False,68.11594202898551,False
ATT0018509,2025-11-19,SCH0253,1,259,200,1,ADMIN,False,77.22007722007721,False
ATT0014733,2026-02-16,SCH0026,4,45,41,1,HM,False,91.11111111111111,False
ATT0008452,2025-09-07,SCH0370,4,211,211,1,,False,100.0,True
ATT0005818,2025-05-29,SCH0287,6,277,193,1,CLASS TEACHER,False,69.67509025270758,False
ATT0018258,2025-08-12,SCH0398,2,231,154,1,CLASS TEACHER,False,66.66666666666666,False
ATT0000658,2025-10-16,SCH0174,4,122,90,1,ADMIN,False,73.77049180327869,False
ATT0016119,2025-10-20,SCH0070,4,102,63,1,,False,61.76470588235294,False
,2025-07-23,SCH0487,4,275,228,0,HM,False,82.9090909090909,False
ATT0002082,2025-04-29,SCH0127,4,209,209,1,,False,100.0,False
ATT0013242,2026-01-18,SCH0423,2,269,172,0,ADMIN,False,63.94052044609665,False
ATT0018787,2025-08-18,SCH0437,5,138,120,1,CLERK,False,86.95652173913044,False
ATT0014134,2025-04-13,SCH0462,9,115,108,1,HM,False,93.91304347826087,False
ATT0005934,2025-12-30,SCH0278,2,81,65,1,HEADMASTER,False,80.24691358024691,False
ATT0009647,2025-12-18,SCH0406,7,258,186,1,ADMIN,False,72.09302325581395,False
ATT0008643,2025-10-26,SCH0194,6,98,115,1,ADMIN,True,117.34693877551021,False
ATT0015127,2025-10-23,SCH0548,5,260,245,1,ADMIN,False,94.23076923076923,False
ATT0003411,2025-12-24,SCH0256,3,47,32,1,ADMIN,False,68.08510638297872,False
ATT0008397,2025-05-27,SCH0320,10,66,41,0,ADMIN,False,62.121212121212125,False
ATT0019705,2026-01-25,SCH0218,1,289,289,1,CLERK,False,100.0,True
ATT0017010,2025-10-04,SCH0104,2,271,198,0,HEADMASTER,False,73.06273062730627,False
ATT0003653,2025-12-30,SCH0220,8,192,142,0,HM,False,73.95833333333334,False
ATT0019517,2025-04-17,SCH0203,2,139,94,1,ADMIN,False,67.62589928057554,False
ATT0007787,2025-09-29,SCH0259,5,194,170,1,CLASS TEACHER,False,87.62886597938144,False
ATT0019063,2025-10-17,SCH0187,7,173,164,1,CLASS TEACHER,False,94.79768786127167,False
ATT0018287,2025-08-06,SCH0298,3,258,160,1,ADMIN,False,62.01550387596899,False
ATT0000048,2025-10-23,SCH0416,3,101,98,1,ADMIN,False,97.02970297029702,False
ATT0015277,2026-02-22,SCH0092,9,154,154,1,CLERK,False,100.0,True
ATT0004986,2025-05-24,SCH0159,8,164,149,0,,False,90.85365853658537,False
ATT0014459,2025-06-07,SCH0156,3,240,182,1,,False,75.83333333333333,False
ATT0008311,2025-05-22,SCH0399,4,191,183,1,CLERK,False,95.81151832460732,False
ATT0013355,2026-03-13,SCH0185,6,144,95,1,CLASS TEACHER,False,65.97222222222221,False
ATT0011177,2025-07-10,SCH0041,9,101,92,1,CLERK,False,91.0891089108911,False
ATT0001945,2025-11-10,SCH0024,2,195,170,,CLERK,False,87.17948717948718,False
ATT0013040,2025-11-23,SCH0458,3,159,159,1,HM,False,100.0,True
ATT0015191,2025-06-21,SCH0458,8,265,253,1,HM,False,95.47169811320755,False
ATT0011563,2025-09-18,SCH0164,1,107,83,1,HM,False,77.57009345794393,False
ATT0004708,2025-12-15,SCH0546,10,224,183,1,,False,81.69642857142857,False
ATT0011316,2025-08-26,SCH0098,7,212,196,1,CLASS TEACHER,False,92.45283018867924,False
ATT0010266,2026-01-02,SCH0563,10,294,197,0,HEADMASTER,False,67.00680272108843,False
ATT0015117,2026-02-08,SCH0175,1,283,283,1,ADMIN,False,100.0,True
ATT0015271,2025-07-08,SCH0046,6,115,78,1,CLASS TEACHER,False,67.82608695652173,False
ATT0011505,2026-02-20,SCH0389,5,269,172,1,HEADMASTER,False,63.94052044609665,False
ATT0005849,2025-05-11,SCH0259,5,154,135,1,CLERK,False,87.66233766233766,False
ATT0013769,2026-11-02,SCH0157,8,176,188,1,CLASS TEACHER,True,106.81818181818181,False
ATT0019228,2025-04-19,SCH0370,1,142,87,1,CLERK,False,61.267605633802816,False
ATT0001214,2025-04-20,SCH0041,5,282,264,,HM,False,93.61702127659575,False
ATT0008361,2025-02-09,SCH0187,7,219,189,0,HM,False,86.3013698630137,False
ATT0014826,2025-05-17,SCH0328,3,43,29,0,CLASS TEACHER,False,67.44186046511628,False
ATT0018629,2025-06-01,SCH0556,7,181,181,1,HEADMASTER,False,100.0,True
ATT0005372,2025-06-27,SCH0056,10,112,104,1,HM,False,92.85714285714286,False
ATT0017385,2025-04-10,SCH0393,10,155,147,1,CLASS TEACHER,False,94.83870967741936,False
ATT0009569,2025-12-28,SCH0455,4,230,141,0,ADMIN,False,61.30434782608696,False
ATT0008488,2025-04-08,SCH0449,9,46,32,0,HM,False,69.56521739130434,False
ATT0002541,2025-08-27,SCH0214,2,150,99,1,ADMIN,False,66.0,False
ATT0002913,2026-03-29,SCH0408,3,216,202,1,CLASS TEACHER,False,93.51851851851852,False
ATT0001039,2026-02-28,SCH0217,5,133,87,1,CLERK,False,65.41353383458647,False
ATT0018875,2025-12-21,SCH0185,8,191,204,1,CLASS TEACHER,True,106.80628272251309,False
ATT0009264,2026-01-18,SCH0036,2,89,67,1,CLERK,False,75.28089887640449,False
ATT0000730,2026-03-01,SCH0118,3,232,232,1,,False,100.0,True
ATT0019341,2026-03-23,SCH0369,8,270,244,1,ADMIN,False,90.37037037037037,False
ATT0011794,2026-09-01,SCH0596,5,166,118,0,HM,False,71.08433734939759,False
ATT0010802,2025-08-17,SCH0180,4,226,162,1,CLASS TEACHER,False,71.68141592920354,False
ATT0016262,2025-07-05,SCH0586,9,40,25,1,ADMIN,False,62.5,False
ATT0000543,2025-12-12,SCH0196,9,127,108,1,CLERK,False,85.03937007874016,False
ATT0000147,2025-10-06,SCH0473,9,262,219,1,,False,83.58778625954199,False
ATT0005889,2025-05-23,SCH0553,1,165,155,1,HM,False,93.93939393939394,False
ATT0008197,2025-09-23,SCH0509,5,182,173,1,HEADMASTER,False,95.05494505494505,False
ATT0000242,2025-06-18,SCH0570,9,223,148,1,,False,66.3677130044843,False
ATT0008346,2025-12-31,SCH0318,1,57,52,,HM,False,91.22807017543859,False
ATT0003596,2025-05-31,SCH0255,1,287,252,1,,False,87.8048780487805,False
ATT0008531,2026-03-17,SCH0219,2,285,176,1,CLASS TEACHER,False,61.75438596491228,False
ATT0012167,2026-03-31,SCH0444,4,123,105,1,CLASS TEACHER,False,85.36585365853658,False
ATT0018242,2025-10-27,SCH0597,4,40,28,1,HM,False,70.0,False
ATT0018330,2026-01-02,SCH0386,2,52,36,1,CLERK,False,69.23076923076923,False
ATT0001953,2025-05-15,SCH0332,1,81,49,1,ADMIN,False,60.49382716049383,False
ATT0015156,2026-03-18,SCH0159,9,163,140,1,HEADMASTER,False,85.88957055214725,False
ATT0001595,2025-07-26,SCH0050,1,186,167,1,ADMIN,False,89.78494623655914,False
ATT0009300,2025-12-02,SCH0086,2,61,61,1,HEADMASTER,False,100.0,False
,2025-07-24,SCH0145,6,68,43,1,HEADMASTER,False,63.23529411764706,False
ATT0017915,2025-11-10,SCH0013,3,175,118,1,ADMIN,False,67.42857142857143,False
ATT0004120,2025-09-15,SCH0140,5,98,61,1,CLERK,False,62.244897959183675,False
ATT0002681,2025-12-20,SCH0003,5,160,153,1,HM,False,95.625,False
ATT0000845,2026-03-20,SCH0221,3,55,34,1,HEADMASTER,False,61.81818181818181,False
ATT0019679,2025-11-24,SCH0162,1,96,70,1,,False,72.91666666666666,False
ATT0012104,2025-10-16,SCH0494,2,142,128,1,HM,False,90.14084507042254,False
ATT0007498,2025-06-12,SCH0333,1,164,134,0,,False,81.70731707317073,False
ATT0001784,2026-03-29,SCH0377,10,161,115,0,HM,False,71.42857142857143,False
ATT0007837,2026-05-01,SCH0394,7,274,231,1,ADMIN,False,84.30656934306569,False
ATT0000001,2025-10-04,SCH0109,4,209,188,0,CLASS TEACHER,False,89.95215311004785,False
ATT0018930,2026-01-18,SCH0329,10,183,136,1,ADMIN,False,74.31693989071039,False
ATT0014754,2025-09-01,SCH0126,8,216,216,1,HM,False,100.0,False
ATT0013535,2026-05-02,SCH0399,5,261,251,0,CLERK,False,96.16858237547893,False
ATT0002145,2025-10-02,SCH0055,2,150,137,1,,False,91.33333333333333,False
ATT0003666,2025-12-11,SCH0069,5,196,136,1,CLASS TEACHER,False,69.38775510204081,False
ATT0006868,2025-08-18,SCH0271,5,150,108,1,,False,72.0,False
ATT0008391,2025-10-12,SCH0384,7,64,41,1,CLASS TEACHER,False,64.0625,False
ATT0012592,2026-02-24,SCH0403,4,271,188,1,HM,False,69.37269372693727,False
ATT0017891,2025-10-28,SCH0081,4,163,103,1,HM,False,63.190184049079754,False
ATT0002272,2025-04-08,SCH0568,1,259,203,1,HM,False,78.37837837837837,False
ATT0010502,2025-09-11,SCH0347,5,114,114,1,,False,100.0,False
ATT0008224,2025-05-27,SCH0441,3,252,218,1,CLERK,False,86.5079365079365,False
ATT0009531,2025-04-28,SCH0024,3,183,178,1,HEADMASTER,False,97.26775956284153,False
ATT0018935,2025-09-18,SCH0019,10,275,170,1,HM,False,61.81818181818181,False
ATT0006243,2025-07-18,SCH0348,10,44,33,,,False,75.0,False
ATT0006886,2025-12-31,SCH0555,2,211,155,1,HEADMASTER,False,73.45971563981043,False
